#xr #xi #yr #yi
-0.66822384585241478838 +0.36078876547572047429 -1.50495716783824429186 +0.51216243587852461339
+0.80481150357035291520 +0.87444885190154408861 -0.05883874216895507159 +1.47261811926050834032
+0.18962055414582756896 +0.49567216244810530235 -0.44827337302818759390 +1.02304109364529227655
-0.68083458111072370222 -0.34287866273461387046 -1.38445710179101788562 -0.08373501482461453982
+0.85597981114529719804 +0.69362311775885765464 +1.27525723292791459684 +0.45587274777459496633
+0.94527620154245983741 +0.77864386649359040860 +0.52361031228171750485 +1.01630740652558504422
-0.87205660903984227872 -0.45847039185288473995 -0.42998395532213229409 -1.32545049136277626189
+0.64002706364807204764 +0.01050626861187331507 +1.02526632247619220450 -0.73943744341150141608
-0.68170416601569305826 -0.00702684246327778261 -1.16889224718458262231 +0.21777888539685608116
-0.48850597033230847011 +0.29936224524830867821 -0.80589424581026802841 -0.08462494515319352040
-0.07440070971214018947 +0.51575649020099567643 +0.19496429581264518305 +0.32194739509805136990
-0.26535224260196810242 -0.25273569724516797841 -0.03199324140699544294 -0.90578110540335043943
-0.14070760166254192569 +0.40385282093933483338 +0.45606565405444410288 +0.42489898098371314816
+0.47073402073426739989 +0.43413885387183959175 +0.17998361133111950849 +1.12918209481719400422
-0.17304267126051664505 -0.27346039457820414675 +0.56098870670381417725 +0.22291928462754362350
+0.89707239817163064721 -0.42650221718181824393 +0.73027900189381433904 -0.98552931757750217301
+0.85653946340196251974 +0.29939170849327045865 +1.49145779608847339759 +0.51745566277718690884
-0.34513303423685504079 +0.05796645825892277060 -1.18310074299128387132 +0.44084047992101682567
-0.50266865768902402323 +0.39073289604158989441 -1.35941969287173036740 +0.49560075189454977362
-0.70362252068029418339 +0.25914364790999933064 +0.02278793956957048117 -0.60202231064461320109
+0.41927742178261739880 -0.23775036998426268831 +0.61001322904790511448 +0.82828099756809947518
-0.42166588926074233257 +0.23766354003199463563 +1.46991402799340598051 -0.02330544005431139931
+0.44207265371770998463 -0.86698009950989152195 -0.86570271513513774586 +1.06975450898482860040
+0.38523925882812015686 -0.74994371202337473115 +0.71788152261732851578 +0.35755715349821348692
-0.48718808116888956405 +0.22480572786013386377 -0.30082908394971674682 +0.03293493854347875893
-0.31738827547795955830 -0.38398719040150219861 +0.56584865035378828502 +0.41959864345345210257
+0.26936500552478537251 -0.19380909510294430653 +0.62886611747510268167 +0.47558973192434250699
+0.23335900119497265948 -0.65304540815818246102 +0.40030971092736217232 +0.49871124378542397437
+0.59677325571698602857 +0.02104616004437831478 +0.51932651621398007169 +0.64862849473627071095
-0.29075040940314789140 +0.69504324094535441247 -0.53245169859889251995 -0.60367609294642821105
+0.73403137796433082229 +0.49637967920574777025 -0.13615528674346866200 +1.18190473722404765233
-0.16679339627781630817 -0.55902710039568392908 -0.65855747396764541257 -0.84597596109567774203
+0.63491833268651087785 +0.21806395428391645019 -0.13908795628589404325 -0.19074765948903701918
-0.83796770875442883053 +0.38287402166209405507 -0.57965661025753434377 +0.11157578298256992655
-0.85675103518270634417 +0.10486785585295987921 -0.29150928117128083183 -0.34945026862864014827
-0.98811995589590173594 +0.94413539659314027475 -1.26970677956153865651 +0.24167094484635653906
-0.53510237213337297213 -0.52528179444955469535 -0.37870073109185664606 -0.90713841857681298819
-0.76046865905677996089 -0.05930283646011957899 -0.19930983933138501918 +0.39319689781224709257
-0.72371329979050025294 +0.40802958572439140816 -1.22370718474810469267 +0.29261402635024924557
+0.47171690235115448786 -0.36749544331334815794 +0.37947068237447600936 -1.05705396624742986589
-0.19331160134564839836 -0.79371061278690935303 -0.86318956927751488983 -0.58422252673488994645
+0.23113582342947736059 +0.85507669252718421227 +0.69770546980491698896 +1.76930485983181373655
+0.37496988453885338188 +0.31351606314035929124 -0.16145123471816535954 +0.31293385175517851593
+0.45994914878917469991 -0.09964368163654668820 +0.21061405875002914279 +0.08293786460673269190
+0.56419706227965527034 +0.14045361663963884524 +1.54741747897497328168 +0.11156523127431006159
+0.75490806167028012830 +0.77357963016437070181 +0.47147191595708082268 +1.75618323923359187511
+0.16112508776490730433 +0.98107724733830115049 -0.17047943151496536274 +1.33643650077827191858
-0.34983291842009878181 -0.23572065172418765755 +0.61432971549690740254 -0.58211327855699468437
-0.25182994496954780317 +0.70145367829914651026 -0.79302889668039155957 -0.08526232468300665168
+0.21345920361131009990 +0.63933319936670685024 +0.02681499158637379310 -0.11751510416810306836
+0.92551724219614417422 +0.66007000811615212932 +0.82740596029570756542 +1.64097512367394759991
-0.28158682366563692057 -0.70246445174678373569 -0.70653313223026481538 +1.64659984833992401043
+0.15640164104151632607 -0.38185662412725829284 -0.70619782012510856628 -0.00576355528316077614
+0.56115881972539494171 +0.45249973427236667156 -1.41688294171229389740 +0.03292102011216913038
-0.49999388495760443973 -0.11541555937414216260 +0.10479464612574809768 +0.55952057928531773179
-0.09224621997667847850 -0.68955852293408170794 +0.62651513570433225997 -0.17104916057651775585
-0.66987796793186649147 +0.20948808605201940658 -0.56936314586955827366 -0.95359778693054320087
+0.46656964637543962837 +0.91422816730462952428 -0.14474546032033014376 +0.19487620088649404426
-0.53642111925701874142 -0.00058221138518077531 +0.48586652864688228970 -0.83260134770524896197
-0.24933509003914555713 +0.18258154624327938009 -0.28222522790023185646 -0.70928423882020064095
+0.98322041669531801134 -0.02888838536532878365 +0.24783554407794861074 +0.37793495244604158323
-0.28343614571319930562 +0.98260360906922117330 -0.59047010120380272191 -0.87931494718810077060
-0.33160451927987266707 +0.35535925343997076808 +0.24651959516588745069 -0.75731998702391378764
+0.96416263391700618435 -0.34639262683280702682 +1.00739206962986238558 +0.85087826137644306801
-0.54119895171084375640 -0.78671600298215316194 +0.58618124068923749270 -1.39813267446668132443
-0.18664421202493630680 -0.75684830353480991860 +0.16464817306816648124 -1.44301646260652338682
-0.09811128190043660879 +0.98090511555779547059 -1.06655161345347759827 +0.11497033248198956779
-0.64842979547702039866 +0.85353081967151367415 -1.46525951814054589128 +1.14633727973919641308
-0.10156363594771966596 +0.90989782083306947058 -0.13588211219375012639 +0.84534003717375139075
-0.20100504931075446891 -0.39558355837517922282 -0.17998890746710238808 -0.13714717409334320486
+0.67323159611236138566 -0.25292649574457448658 +0.88181393675294184042 +0.22202257351946608210
-0.78830878885012789503 -0.00700518563336127720 -0.41176515327901985764 -0.35790188501609576655
-0.78085154403862633288 -0.75286600597534558688 -1.62478326931530192567 -0.22899371771711352075
-0.16939398293256191508 -0.62921669354127574003 +0.61950481878527008384 +0.25580433645261457798
-0.53937758187382400799 +0.71325886005706951032 -1.03911374356503505290 +1.48233473336168253276
-0.96201053564398320006 -0.59129155217048845472 -0.79368863344234563684 -0.39324057496171849202
-0.05861593861947733686 +0.53207266701103494988 -0.40865687481841939110 -0.40434616208057438946
+0.57061331067882803403 +0.53258673355517660575 +0.60949812799258706875 +1.13676351058238211955
-0.66905301590724008953 +0.68214249948117999800 -0.55099919091785820591 -0.00946422021440751493
+0.40095610009887194813 +0.74702209277077469274 -0.05357079441270196085 -0.02948159103416081450
-0.16002572817204918643 +0.40871217073530452524 -0.99142774903124597508 +0.46612795947029006527
-0.54048654648084193397 -0.74799776421343522337 -1.46712687419753784468 -0.24966895919999632092
+0.54790783570609846720 +0.29417720237950106821 +0.56254900909383609431 +0.84695282691731965663
-0.81682972266352549262 +0.29280646006768273892 +0.16839992718650509396 +0.56072435960383093523
-0.03431847624603046043 -0.06455778365931807983 +0.12415379486054373137 +0.96885059315234778321
+0.02101614184365208082 +0.25843638428183601796 -0.45540343078627276707 -0.51927180738299238971
+0.20858234064058045476 +0.47494906926404056868 -0.01804426096663724888 -0.86335170897685653557
+0.37654363557110803740 -0.35089669938273448935 -0.58050702700981127169 +1.06684306976288545421
-0.84393172527667559280 +0.52387228825823206613 -1.02652362354256121435 -0.76176704545191531448
+0.78889880171783199891 +0.88502102999389031801 -1.76569601216473692773 +0.30587340047070665783
-0.49973616169121104491 +0.76907587330461302244 -0.06247816241716077496 +0.02799036232251735784
+0.16832190220163756322 +0.19805097720876996270 -0.78934252934673909685 +1.13033243786832970912
-0.35004093619894205425 -0.93641882909160933934 +1.38342064713494061756 -0.57231382686487242140
+0.03888481731375903472 +0.60417677702720551380 -0.26962426083934443177 -0.46385674830431250504
+0.11805382498938188363 -0.69160671969558751293 +1.57952386167378788784 -0.10875875403002088770
-0.45452689451157390899 -0.77650368380493550724 +0.47237758117776984523 -1.68221323462839134066
-0.83140202085919678865 +0.05741578873498554003 -0.36305917301393558771 -0.66508894990015410276
-0.92664032771669591071 +0.49832880501343890245 -0.83370810419466123697 +1.00368095375160004679
+0.01464117338773762711 +0.55277562453781858842 -0.57347014237526761082 +0.14959436114715810029
-0.43550595223389199084 +0.91778721298219223534 +0.02779645004535002961 +0.22789175272187822685
+0.12489907274603107012 +0.26991338651063645493 +0.02527961286099889016 +0.45497913031727588162
-0.80530965992706105006 -0.94683182221980111137 -1.34974844563006701748 +0.05264255560851838212
-0.61286829049811375469 +0.98361798069163230984 -1.17162125149017670722 +0.70459462549342477544
+0.12304540773704997214 +0.90013280862783928704 -0.64074685545568832445 +0.50456737398768125580
-0.84644858328346939125 +0.46564519755179145655 -1.49744259075434094086 +0.81159993927086082621
+0.02091165692456331548 +0.37774132074147126481 -0.73958445726007071563 +0.71996955635336346013
+0.18808345390774250383 +0.65884383745681485145 -0.41968480134577257346 -0.02704078129090636828
+0.53365673657500400928 -0.59556563629113146163 +1.26523366575451579052 -0.29339228807771688956
+0.38049776275505564627 +0.08491700100982391142 +0.87255659978794275489 -0.48234953511619615973
-0.99338090775335929905 +0.19964002388254709075 -1.51429951743046631307 -0.25616158744230466127
+0.77713571476537013361 -0.38886062224112216690 +0.90594011704774524141 +0.00957881178052066851
+0.92179362561593780612 -0.22341457352723215202 +1.07189263487678609899 +0.48243714693789452319
-0.26879645055261036646 -0.51548175776094118383 -0.11873223787350362102 -0.66216623441325306310
-0.18075088663117133692 -0.92355493302316093995 +0.67286505478521019263 -1.61568907995303434610
+0.51633334251657081460 +0.98506004791594037329 +1.05043220915520230108 +0.87417433603088556815
+0.46330240227924202046 -0.68989546026031400849 -0.89880835451313401130 +1.60768267324250624384
-0.09961945988503217997 +0.18506574380663942669 +0.23675742591985315944 +0.03941592621055867857
-0.54443878570300596742 +0.99947437782831949349 -0.98583239840401559739 -1.69832150066504317110
-0.55875296099206295253 -0.27902335519820753440 +0.65649068916813047014 +1.07991276824601944995
-0.76379226319273829660 -0.39556543464015803124 +1.54328594511659389354 +0.28910808323796077790
-0.65099400747087154961 +0.34595474171906936967 -0.00906976731728630081 +0.22901099481103004418
-0.76049611418463403112 +0.34222823561189219532 +0.33184162039708714476 -0.70833637696895102032
-0.60776825525351507729 -0.68588461874772121973 +1.47415284218907949310 -0.51821613422102963398
+0.73157692917951178124 +0.30217334821341457207 -0.89773898449885181083 +0.19792019263033533427
+0.49205883703288710862 -0.56726653612602007115 +0.66141649924890000278 -0.01781723677718806409
-0.52091860967710701402 -0.45580161132485175202 +0.78635260542144036489 +0.18567159237146291240
+0.12880440228237510780 +0.39843943402164283540 -1.01480965090067698497 -0.10166730927944189755
+0.15009900926084829287 +0.70585172046512667521 -1.20276099423511562136 +0.11142000183215805542
+0.15006421267910674544 -0.14668447665231187926 +0.14337712188876072794 +0.53935024860931202184
+0.85361594141638152955 -0.69213414692987340615 +0.86706944082964243492 +0.60963997570743511112
+0.53409886663863148648 -0.11088571188505480514 +0.23123257569155655777 -1.07142158752386573717
-0.17350712706706250543 +0.34230444479791310997 -0.27343184914346618797 +0.99753264692744103570
+0.26851857187991012843 +0.88962804164340281154 -0.13208272860107528324 +0.83559351697866257602
-0.88919942103507954023 -0.37263582609539724899 -1.51106581120701211063 -0.18186608613728405537
+0.47646680154015963460 -0.90200632102891731279 +0.75475975840114783999 -1.74607954839569901040
-0.86934709427775813673 +0.53368836987754364465 -0.79673387970835074512 +0.29803935919764068530
-0.64314684620853701524 +0.52375893038957843650 -1.49870805839624043898 +0.69235255851366961366
+0.01936058745795254943 +0.46764469551566856254 -0.18583601172177033334 -0.04050219946860855735
-0.02562700510489501760 -0.98567247675352187564 -0.38243189055864568182 -1.06999008361715941540
+0.27996164401288070600 +0.53543209544143732792 +0.92723601583560943951 -0.14016048866539487783
-0.75210858661369428546 -0.96794887217599923090 +0.16469782060791415823 -1.57392535407700218109
-0.51618092506398682850 +0.28055829994376213499 -0.73052210776768711220 -0.06212064398330485737
+0.85469530292990647524 +0.40383186480320221179 +1.08874841798007482296 +0.34566873446122925451
-0.56821571776592905145 +0.46352467095969140942 -0.38970390865707149608 +0.06988454139766187012
-0.53508612934047827814 +0.50420994505104221872 -0.08791484189503018243 +0.08278433670027607327
-0.15199879472025390470 -0.31796909974262543841 +0.55382665112701623400 -1.16269276614545558068
-0.02415309262437848048 +0.79203835043480963485 +0.04656554279424240939 +0.21757615930472984367
-0.09992472207640368254 +0.65522820212952792573 -0.07358240499065882290 -0.31292375733161481577
-0.40060130048098541167 -0.05403452466474023552 +0.84036235557533522922 +0.79499154333326416122
-0.62186639017193257040 +0.19076973995811319362 -0.46258949141263128180 -0.41821494914117551822
+0.27829295686098820539 -0.84407322736678169761 +0.13258962745676888817 -0.15826909599497113179
+0.07261321456940739161 -0.23564901067990295935 -0.12206284316453275274 +1.21007020080862726097
-0.85556121218770342374 +0.16859362812409117716 +0.41332025498212976444 +0.02070317920449385451
-0.20519659917972288277 -0.50814689498427711989 +0.98744819340786926798 +0.16595548649133759489
-0.35680488545375066423 -0.08431760686363753976 -0.81942598949849365653 -0.50066000203829497117
+0.64727437182272873351 -0.67559258410683220575 +1.21102467955883685846 +0.36731272777500728610
+0.91680640722160844369 -0.60597648190100295018 -0.02942802867395244437 +1.70746457037856202987
-0.21434118270370028370 -0.34267894392706699236 +0.69130520214308477378 +0.04036099237804069428
+0.23405311505016834772 -0.05816313034197295728 +0.03932447452636600449 -0.77271578644321980978
+0.17851180910885755537 -0.39364012956202953930 +1.13412314099177469195 -0.07809094514044401247
+0.44717128744544809571 -0.42142560835076614545 +1.33097275360049627224 -0.22392485285368735060
+0.70582544584727013870 -0.84472366640283014227 +0.99410650392791222174 -0.15838263809790875669
+0.07071863541862088987 -0.57446219113007979118 +0.35963982500880187221 -1.32173506087515102436
+0.24531233285154563362 +0.85218934199513363126 -0.44783497095996005477 +0.26117231618073510901
+0.08977317189526812236 -0.61237785552794732347 +0.65217249968903967527 -0.60622716757276395860
+0.78252278766172156388 +0.40846504885972989563 -0.19410814249618546512 -0.39532480432339522913
+0.67574851297111027115 -0.57166710495906136735 +1.49310203029529020569 -1.28913506257378740472
-0.85994485234166417875 +0.71325361506713824689 +0.03175926444245869007 +0.56477948060412108688
+0.28099017560557237871 +0.04651588869510958624 -0.67501096090281809126 -0.92879215794615843649
-0.84180238184321232175 +0.84277837418586099005 -1.72085387669121936405 +0.54340323735569562302
-0.97358347141127410396 +0.39675893120075111931 -0.44446725517255525340 -0.41270694532344553984
-0.42367249435799858581 +0.71461743850728187688 -0.45443792528260806840 +0.97148359801079031683
+0.74039269934158280506 +0.53544631659077746022 +0.76337088119689000543 +0.45634351130753847414
+0.59374489546778530524 -0.99204551842590737998 +0.63859205592954282338 -1.28196867278945592084
+0.41862619531409506202 -0.29983148027491446364 -0.31157333090777683537 -0.64962068911658676917
-0.24714498350243685465 +0.96177332727145214974 +0.34049096517537247308 +0.59116195992067144260
+0.30135996410539900303 -0.76953242692107082235 +0.22942718208767454158 +0.16939533841744602860
-0.74802407142618387859 +0.94477137336978711524 -1.14760754033164569243 +0.23169449114631790465
-0.53432679530279703073 -0.70109875171614377543 -0.71222193923355692213 -0.21173540892704267868
-0.69314730381150568839 -0.59101702581439852224 +0.93845963666305132200 +1.44320636780953215350
+0.56239932779377155292 +0.00615068795518336486 -0.58421370956495533022 -0.51443890200791930756
-0.97663093015790702900 -0.80378985318312512476 +2.08915598125306933852 +0.44677850937581864432
+0.81735351732417993453 -0.71746795761472603736 -0.03673764438302609681 +0.19990050369655909535
+0.89170411678412286882 -0.14847413446301716000 -0.62926932907129162764 +1.84793639956571675853
-0.95600113650839046997 -0.97530804664126802273 +1.53685110286169068772 -0.46082572487280926143
-0.87905149484800704229 -0.29937513683016536703 +1.06946687023952957674 +0.40266953275104533372
+0.52911621623871885056 -0.80946587652419665915 +0.88988537035969816902 +1.70914852065414590854
-0.03076543092460948259 +0.25686615950350843995 +0.45775127901507717265 +0.39290706342021974873
+0.02297818185530720037 -0.07910280528323898608 +0.46278010355666954201 -0.82352218479423400233
+0.04484716046175751814 -0.28992315436354854086 -0.85873055073375592627 -0.23842478656331678177
-0.73019952622187189739 -0.34978920884167230554 -0.59671504064861624617 -0.98296870416606085819
+0.58763594867780932773 -0.37061136735078070714 +1.53241751065124320874 -0.35185899483279903244
-0.07193278201772446145 +0.93892776533851685095 -1.25955120195600445143 +1.21314239580314486844
-0.39958346890546181385 -0.71307688222346921059 +0.95634820168529943718 -1.39830962565230887407
-0.17789514393075989140 +0.48936334278910109674 +0.11733528383722124921 +1.23712406480532521869
-0.14602777216919982095 +0.88414863478375371741 -0.94217054507020359111 +0.71125392088240468880
-0.19134407232469441418 -0.44740723822706973678 -0.20728333794822106917 +0.30142667538322354126
-0.56553286559318638460 +0.82851819987132158118 -0.77376216590216295721 +0.10351220390521809200
+0.38917199292258297660 -0.13815693436341902611 +0.07090484415157582987 +0.37123146755234404104
-0.13346573371388426033 +0.77125830236255854544 +0.77960830064948960505 +0.94370707489254845868
-0.52847708486453370824 +0.24087809729405340597 -0.75435653805589941712 -0.69374052505543315483
-0.46191481733921868624 +0.86683774329206531029 -0.48148823569523502286 +0.05298045155384589755
+0.46742873155110831185 -0.04493765765467783169 +0.38497412263628283391 +0.08070984738867337249
+0.15526733454070318352 +0.65066789600106034186 -0.58063690786226995755 +0.25374314336336123432
-0.12140615715868796620 +0.44079434524758931424 -0.71067220057144053769 +0.38500600797658779406
-0.94309560589039009848 -0.73485090068653935447 -0.15864939730668070617 +0.14090436122429172983
-0.46458670799316958977 +0.73939182316723162103 -0.27755717548470970613 -0.22971850152435413506
+0.21903254071673239345 +0.53496453881187533419 +0.01660236505942558338 +0.04748927218550780260
-0.45533901792714015500 +0.81625301041435771587 -1.41451325583436782196 +1.35144171228643417138
-0.75843044433490325318 -0.64702345882429779245 -1.09265108809644728716 -0.21236282963238251043
+0.43604890323031741950 -0.45868567009826177738 +0.15970790313292204665 -0.56327355767422937483
-0.79614277290100377016 -0.17289471390134902862 +0.65011500073180394921 +1.05704334868510274603
-0.01593926562352665499 +0.74883391361029327804 -0.40540952404947083743 -1.13903593331072583439
-0.20822930030897657261 -0.72500599596610348918 +0.26440252067719638429 +1.57200336255259665030
-0.31826714877100714673 +0.50938840191576306715 +0.22845723549418389675 -0.93144639850473287535
+0.91307403436337386538 +0.17244877252998991324 -0.31659308758835269515 +1.16343764597711762931
-0.22587945319136570888 -0.93461862234948656081 +0.80927556502135300498 +0.90467172192254530216
-0.01957341835601633662 -0.81385729173821941274 +1.38348301844044851983 +1.05184430963749186994
-0.08245460891482547794 +0.12564750504335120418 -0.06003049868102798559 -0.57259700058836671133
-0.73590424240297314107 -0.39692475263769910754 +1.04759264861312062500 -0.89117157697381499393
-0.58926604341275257148 -0.05578833727100152018 +0.39576604963166261975 -0.55574856518211013245
+0.78444620858370939231 +0.87575526191083108429 -0.82690443736353047566 +2.21239281847089586108
+0.18702953250845988364 -0.96911032469158575609 +1.78258620505696807612 -0.40739383361099790193
-0.20243017565730681007 -0.48747526662636753159 +0.42495497497098982942 -1.02099326456415995246
-0.95917423790722766697 +0.53518870187207645550 -0.26277271165489396454 -0.51361228221126853377
-0.33422064376154403398 +0.43466062919191528202 -0.02202382723783807839 +1.16168385208874846981
-0.27634100009739537285 -0.10458788757596759744 -0.76778258149793532361 +0.20831351732146483058
-0.79760963028486542292 +0.96899523279245225460 -1.04736751692050478191 +0.80994748272965155778
+0.08736522008596003808 -0.93019158284558289829 +0.23653950148261371211 -1.00620741489382914402
+0.65174095367731377237 +0.57083957621127789928 +1.33389000119868228467 +0.38810654311108172543
-0.71611667966176129063 +0.60708968174591104727 -1.59722998094214152509 +0.73096219000713458236
+0.84040979930297199374 -0.25952257145276647066 +0.70768975706920933533 -0.26083621706520432326
+0.07146784254065785547 -0.56093269846692406233 +0.30012536600121975106 -0.75716478804405507042
+0.05114246775032360581 +0.59612859186060451755 -0.15648312857667567854 +1.20363175273682032618
+0.27963840441784659774 +0.90988787835870876819 -0.25773477874636419038 +1.60517502678158785479
+0.67888316469581311274 +0.94023392239166914131 +1.08553900079129017620 +0.68178442394203364607
+0.21869834418449740632 -0.70092091615612028832 +1.04097758517984684268 -1.42812221003439754341
-0.35276620043912143565 +0.80011547937724847301 -0.04152545962438169980 +1.24725943589605670070
-0.97209698480335049453 +0.78553559748463142043 -1.10290681744738683356 +0.09474102014458507526
+0.75244481644920457875 +0.54662613223439637800 +0.88207962436463183131 -0.26363520949750296474
-0.71885624480482257503 +0.93990689554483375368 +0.05183577122632843093 +1.69069541196371497804
+0.27004711318239804640 -0.65308443075807298683 -0.60983842819992961637 -0.26570790852380299363
+0.97225433072068789819 +0.60069534055277262752 +1.09991129301083723213 +1.45499265069472016876
-0.24975788663563935899 -0.15904775006280069682 -0.54785174364922606394 +1.12804298285525295142
+0.14917428139665367404 -0.07601583204824624573 -0.22726283981345904439 -0.82570465358397060474
+0.68214904752136851229 -0.18273303310019617385 +0.26028633714751819861 +0.70784698372604581973
-0.88111330128038023446 +0.12387250826122353509 +0.40565075468376998735 +0.31011318437076523802
-0.13272004223376265841 -0.00131364561243785261 +0.50552542748850015641 -0.87068799235747817988
+0.22865752346056189559 -0.19623208957713100808 -0.39056738153833958638 -0.07191835920383693459
-0.20762559632699928436 +0.60750316087621580863 +0.08851751943766668351 -0.24342337718308543204
-0.53737318316421078812 +0.69528714842287908660 +0.36986829077802452215 -0.75944641352059016892
+0.40665583609547706345 -0.25844949844963549523 +1.19868342083347245719 -0.27222732863482163035
+0.82227924099534943636 -0.72720129387827725509 +0.14352819917393519478 +0.58685621176749824812
+0.31124074081473973585 +0.44714395651880822768 +0.58020762093872846332 +0.47838606855440057863
-0.13080983264403633903 -0.69079457734004634517 +1.69491777724879644218 -0.12070039706724666750
+0.12963480791542725257 -0.81026134173189934273 +0.51907115366315714766 -1.39985751459613805281
+0.77069201603115100596 +0.75078851641888122437 +1.34358265693384915096 +0.67030248893263044696
-0.87988554138232766277 +0.38737652223426999321 -1.46056641202544312819 +0.52120040368282005705
+0.12765696229014933394 +0.85429731014194754124 -0.87784395673052406650 +0.08395630632059561393
+0.77820967193802959017 +0.29042663855671402295 +1.77453550884026478585 -0.06832386380591848329
-0.48748973897861413995 +0.70443859800210661959 -0.93338934613696888931 -0.24982275084982252800
+0.82591298355433062639 -0.74321949478410598289 +1.24720772005382629644 -0.26943078275743492789
+0.31845196518344232040 -0.47305630448809155020 +0.77251421979094403447 +0.26317471348261856079
+0.72324285091792539504 -0.32320669279470881641 +0.13092898950908771205 +0.53918104542553346725
-0.74319794840229569388 -0.46880579530359445251 -1.42729581610712585871 +0.04275309687599238018
-0.68917928212103163332 +0.61935121810825788380 -1.59197733533069740730 +0.18429608301349320598
-0.88066388548084506560 -0.54668168906391323425 -0.84348345872574093107 -0.36974371708983322371
-0.44467851362590415931 -0.37100687840606227930 -0.45023451024706395707 -0.71061994758264734884
-0.64256458804176896926 +0.24753361886979252660 -1.52471350958429785472 -0.65755295199915075877
+0.74211303674310169498 +0.33106097263415401599 +0.32506168546222613536 -0.32321134657461936257
+0.09418491993723243638 +0.92964589182291357261 +0.22962016543442875793 +1.67945481515984540444
-0.66382902560983181317 +0.52058018535120664794 -0.26821549603426886321 +0.08326692349864428522
-0.64512047280983453312 -0.91371507102865057171 -1.02380647756399190129 -0.60362827740365299078
+0.34347061831342418081 -0.25000194124259711437 -0.20164157822948336474 -1.00881996085682246189
+0.49801325639472882045 -0.91845603830790345512 -0.10939909625769628221 -0.33398837831023953093
+0.99632583690223519568 -0.35875050236263250625 -0.21811616496420560551 +0.64917714091934652920
-0.44589960715835474936 -0.95426134885192914759 +0.28280531766642785785 +1.63494232468854949758
+0.42129473649949567005 +0.47378871202667105500 -0.09191036087347448369 -1.27920967275056929324
+0.45406225460750171408 +0.73623101797071011099 -0.78459987430778099782 -0.93014462106355788595
-0.59231386140883768299 +0.86238773822024228366 +0.09189721038861531355 -1.76858093423073459149
-0.68409786770483016483 +0.51155889217958683268 -0.84797769223022478879 -0.49552151666940225105
-0.90279805320966577398 -0.43505513509476467782 +1.05589281321639805178 +0.20614583195950370031
+0.03718042675510413453 +0.17693797197408001054 -0.88877805457211422890 +0.75903699847611538765
-0.00555599662115979775 -0.33961306917658506954 -0.03139380921684382236 +0.43912251700564747248
-0.88214892154252888545 -0.90508657086894328536 +1.08373233120376477601 -0.45984583172626053438
-0.41705135128087555962 -0.65427231920877337856 +0.46673625429918375040 -1.44799897907415275888
+0.13543524549719632155 +0.74980892333693183183 +0.17244642744559229852 -0.06561367429342043756
+0.39561352957556294996 -0.43731326185256236272 +1.42647196722423741377 +0.07180606281569412719
-0.37868600475415736817 +0.31008679362499758092 -0.45837572320267094828 +1.16557712146227632211
-0.54511219654290754555 -0.75881801961422534752 -0.62622799231401915510 -0.81013068211853167533
-0.60741235265242510266 +0.58446765999766392419 -1.37739103413444707869 +1.25838760290770257377
+0.86675765750636557527 +0.76937527697600249788 +1.33654734578052813987 +1.07603475035276807681
-0.28351418689374074944 +0.93587791432519007451 +0.04466082102101665008 +1.19486374526346383895
+0.13573259346151589355 +0.70430693029237834146 -0.29775917385701511364 +0.03274714417243629327
+0.35251632818237821354 +0.57379415640235897911 +1.00246417306844448625 +0.94363247595220856034
-0.60063256728614788926 -0.77101964189469573974 -1.44086312426814711074 -1.56595988049290624211
+0.89124067430856346306 -0.29440173618258680399 +1.66895309530943003473 -0.41392733290187178063
-0.21309602327368515340 +0.43142400932099311817 +0.37082966010520057587 +1.12077365315432309067
-0.16487544586846314409 +0.12494642544424938713 -0.31954858900627591822 +0.45842250264333328502
+0.93889350147576067229 +0.57674581605159014330 +0.61571553779020371522 -0.38112794103776947985
+0.79191200934908301257 -0.21554214528797310813 +1.30399482723649295934 +0.54420856283848118018
-0.53511609633492396298 +0.57989702749810256854 -1.48664110144597749752 +0.32540534766508355524
+0.97051572188489076964 +0.42867317144100813842 +1.21324798831031310797 +0.61670939366731025721
+0.01169966013488887846 +0.84848359619097402096 -0.76993501467980562936 +1.00037439145028694831
+0.51460890501047784618 -0.40222647647085940648 +0.15153628665649909735 +0.19159285250235735809
-0.89372256299476182662 -0.62473818558427596237 -1.67885792805042055598 -1.35685203346494787091
-0.63647012114957979279 -0.68212315706853998698 -1.46387473339080642631 -1.10725268219200545516
+0.46978968827416256460 +0.30665947337676557893 +0.39696796923220301068 +0.46271580359923691894
+0.32817500791475739952 +0.25898583093827376445 -0.46788066392894112067 +0.78322043379802230856
-0.43349176731853100719 -0.67155978611994204819 +1.05241613385263388381 +1.05330236658015174989
+0.64994784488606627271 +0.36983831954984958124 -0.13399347607070458133 +0.33482717763848446335
-0.84023055698199922148 -0.79494023859821050237 +0.18633577940949108687 -0.15250694713619755705
+0.77771242100086657167 -0.11952559671928497664 -0.08233127773949608375 -0.19155127031285054673
+0.58392568337888572927 +0.68934964383332997251 -0.54329921699346361841 +0.63764817464512324463
-0.15467314313781277413 +0.33347607719908389790 -0.20651318349455416445 -0.03067584856112354208
-0.32317796368555695707 -0.95787375708935962315 +1.53461957310464036652 -1.26207146520546786839
+0.51208281788740994678 +0.75975070812645428830 -1.01114484178583108331 -0.08418215514737054095
